step,time_s,x,y,z,vx,vy,vz,ux,uy,uz,u_des_x,u_des_y,u_des_z,safety_h,step_runtime_s,active_constraints
110,5.5,0.120779105,-0.020683652,0.05068881,-0.031942606,0.0006616912,-6.0950668e-05,-0.00795718,-0.007068631,0.0019825983,-0.0369105,-0.04835821,-0.0031639165,0.0009069603402167559,0.052032630890607834,174
111,5.550000000000001,0.119181976,-0.020650567,0.050685763,-0.032409634,0.00025672864,4.9323702e-05,-0.009340588,-0.0080992505,0.0022054873,-0.03611479,-0.047905117,-0.0033221482,0.0009057665010914207,0.05189224425703287,174
112,5.6000000000000005,0.1175615,-0.02063773,0.05068823,-0.032972034,-0.00019776734,0.00015166562,-0.011248017,-0.00908992,0.0020468384,-0.035180736,-0.047260616,-0.0035274606,0.0009083539480343461,0.05215205252170563,175
113,5.65,0.11591289,-0.020647619,0.050695814,-0.03350259,-0.000767288,0.0003214478,-0.010611143,-0.011390412,0.003395643,-0.034055937,-0.04641581,-0.003744475,0.0009087370708584785,0.05192210711538792,174
114,5.7,0.11423776,-0.020685984,0.050711885,-0.034002785,-0.0014524034,0.00054352573,-0.0100039225,-0.013702309,0.0044415584,-0.032994825,-0.045227326,-0.004121963,0.0009113948326557875,0.05160294845700264,177
115,5.75,0.11253762,-0.020758605,0.05073906,-0.03450554,-0.0022437924,0.0007945922,-0.010055061,-0.015827779,0.005021329,-0.03199443,-0.043665268,-0.0046464736,0.0009123260388150811,0.053302643820643425,180
116,5.800000000000001,0.11081234,-0.020870794,0.05077879,-0.035020933,-0.0031416349,0.0010297335,-0.010307886,-0.01795685,0.004702826,-0.030988924,-0.041719392,-0.0052844863,0.0009085086639970541,0.05211480148136616,175
117,5.8500000000000005,0.1090613,-0.021027876,0.05083028,-0.03555449,-0.004152256,0.0012634237,-0.010671179,-0.02021242,0.0046738046,-0.029958136,-0.03936276,-0.00595342,0.0009019410936161876,0.05295661836862564,181
118,5.9,0.10728358,-0.021235488,0.05089345,-0.036134828,-0.005278717,0.0014642992,-0.011606739,-0.022529215,0.0040175095,-0.02889102,-0.036556102,-0.0066782366,0.0008882306283339858,0.05245098192244768,168
119,5.95,0.105476834,-0.021499423,0.05096666,-0.036736593,-0.006535259,0.0015871577,-0.012035329,-0.02513084,0.0024571703,-0.027730342,-0.03326512,-0.0073958356,0.0008764737285673618,0.052376698702573776,165
120,6.0,0.103640005,-0.021826187,0.051046018,-0.03738609,-0.007935123,0.0016404998,-0.012989955,-0.027997267,0.0010668427,-0.026526816,-0.029432364,-0.008007619,0.0008665522327646613,0.051658530719578266,167
121,6.050000000000001,0.1017707,-0.022222944,0.05112804,-0.038084652,-0.009384475,0.0016018664,-0.013971263,-0.028987037,-0.00077266747,-0.025227822,-0.024998818,-0.008511083,0.0008584826719015837,0.05415618326514959,149
122,6.1000000000000005,0.099866465,-0.022692168,0.051208135,-0.03874379,-0.010564611,0.0015134155,-0.0131827425,-0.023602737,-0.0017690199,-0.023830697,-0.02011633,-0.008843934,0.00085281184874475,0.052239563316106796,152
123,6.15,0.09792928,-0.0232204,0.051283807,-0.03938221,-0.011505883,0.0013976272,-0.01276837,-0.018825429,-0.0023157655,-0.022512421,-0.015409934,-0.009067501,0.0008511263877153397,0.05176108982414007,149
124,6.2,0.09596016,-0.023795694,0.05135369,-0.04001491,-0.012212008,0.0012476523,-0.012654045,-0.014122506,-0.0029994969,-0.021235585,-0.010886233,-0.009214284,0.0008548748446628451,0.05609221011400223,142
125,6.25,0.09395941,-0.024406295,0.051416073,-0.040604234,-0.012686134,0.0010669442,-0.011786439,-0.009482515,-0.0036141626,-0.019970179,-0.0065975096,-0.009263746,0.0008654224220663309,0.05490571539849043,147
126,6.300000000000001,0.091929205,-0.025040602,0.05146942,-0.04114183,-0.012967456,0.00088068226,-0.010751904,-0.005626443,-0.003725239,-0.018791534,-0.0025962517,-0.00921425,0.000883979257196188,0.05184333026409149,155
127,6.3500000000000005,0.089872114,-0.025688976,0.051513452,-0.041648388,-0.013064456,0.0006958543,-0.010131172,-0.0019400084,-0.003696559,-0.01771634,0.0011379272,-0.009108456,0.0009115183493122458,0.05320461746305227,160
128,6.4,0.08778969,-0.026342198,0.051548246,-0.04212066,-0.012944666,0.00050821004,-0.009445472,0.0023958082,-0.0037528852,-0.016703226,0.004573796,-0.008958966,0.0009446468902751803,0.05133902467787266,162
129,6.45,0.08568366,-0.026989432,0.051573656,-0.042442847,-0.012671475,0.0003585539,-0.0064436733,0.0054638106,-0.0029931224,-0.015758678,0.007600326,-0.008757647,0.0009878147393465042,0.051815141923725605,163
130,6.5,0.08356152,-0.027623005,0.051591583,-0.042659335,-0.012290892,0.00027509057,-0.004329719,0.0076116663,-0.0016692663,-0.015114307,0.010290114,-0.008585386,0.0010404862696304917,0.05243139248341322,165
131,6.550000000000001,0.08142855,-0.02823755,0.051605336,-0.0428027,-0.011814708,0.00024277513,-0.0028673077,0.009523693,-0.00064630876,-0.014681332,0.012696814,-0.00850809,0.0011018402874469757,0.052539508789777756,166
132,6.6000000000000005,0.079288416,-0.028828286,0.051617473,-0.042894065,-0.011227416,0.00025480578,-0.0018273407,0.011745847,0.0002406129,-0.014394604,0.014817167,-0.008512229,0.0011690871324390173,0.05249142460525036,189
133,6.65,0.077143714,-0.029389657,0.051630214,-0.04294973,-0.010569391,0.00029937935,-0.0011132405,0.013160501,0.000891471,-0.014211871,0.016596263,-0.008596975,0.0012476363917812705,0.05265579093247652,198
134,6.7,0.074996226,-0.029918127,0.051645182,-0.042987473,-0.0098544145,0.00036526256,-0.0007548916,0.014299535,0.0013176639,-0.014100544,0.01808707,-0.008749824,0.001337957801297307,0.053036623634397984,205
135,6.75,0.07284685,-0.030410847,0.051663443,-0.04300356,-0.009069713,0.0004289916,-0.00032172663,0.015694024,0.0012745805,-0.014025055,0.019299466,-0.008956432,0.0014400839572772384,0.05391442682594061,220
136,6.800000000000001,0.070696674,-0.030864332,0.051684894,-0.042962875,-0.008261381,0.0004990738,0.0008136439,0.016166644,0.001401645,-0.013992883,0.020193662,-0.009175196,0.0015540430322289467,0.053118688985705376,219
137,6.8500000000000005,0.06854853,-0.0312774,0.051709846,-0.04290322,-0.007441684,0.00059558597,0.0011931042,0.01639393,0.0019302425,-0.014074251,0.020844424,-0.009422611,0.0015740738017484546,0.05739977024495602,214
138,6.9,0.06640337,-0.031649485,0.051739626,-0.04284135,-0.006618766,0.0007068123,0.0012373824,0.016458357,0.0022245266,-0.014193565,0.02127037,-0.009740397,0.0015793493948876858,0.05774862319231033,217
139,6.95,0.0642613,-0.031980425,0.051774967,-0.042766854,-0.0058226096,0.00080498133,0.0014898818,0.015923133,0.0019633803,-0.014317304,0.021484962,-0.010111749,0.0015918553108349442,0.05827850941568613,226
140,7.0,0.06212296,-0.032271557,0.051815215,-0.042699393,-0.005040839,0.00091196335,0.0013492163,0.015635414,0.0021396398,-0.014466293,0.02154735,-0.010484796,0.001600310206413269,0.058101668022572994,228
141,7.050000000000001,0.05998799,-0.0325236,0.051860813,-0.042633373,-0.004263715,0.0010027416,0.0013204194,0.015542476,0.0018155657,-0.014601216,0.021439465,-0.0109,0.0015990263782441616,0.06069477554410696,216
142,7.1000000000000005,0.05785632,-0.032736786,0.05191095,-0.042581357,-0.003515394,0.0010963494,0.001040359,0.014966416,0.0018721555,-0.014733255,0.021145426,-0.0113095455,0.0016035138396546245,0.05908521730452776,209
143,7.15,0.055727255,-0.032912556,0.05196577,-0.04255615,-0.00279738,0.001181124,0.0005041333,0.014360275,0.0016954923,-0.014837287,0.02071472,-0.011747453,0.0016144720138981938,0.06421151012182236,227
144,7.2,0.053599447,-0.033052426,0.052024826,-0.04256806,-0.002110317,0.0012460898,-0.00023818779,0.013741263,0.0012993151,-0.014887698,0.020157544,-0.012191091,0.0016279397532343864,0.0654747998341918,236
145,7.25,0.051471043,-0.03315794,0.052087132,-0.04262536,-0.0014539761,0.001280731,-0.0011459492,0.013126814,0.00069282454,-0.0148638785,0.019482767,-0.012616308,0.00163743004668504,0.0590259013697505,234
146,7.300000000000001,0.049339775,-0.03323064,0.05215117,-0.042734604,-0.0008272667,0.0012748033,-0.0021848916,0.012534188,-0.00011855517,-0.014749281,0.01869766,-0.012997117,0.0016526388935744762,0.06342127732932568,239
147,7.3500000000000005,0.047203045,-0.033272002,0.05221491,-0.042900853,-0.00022825133,0.0012181571,-0.0033249801,0.011980307,-0.0011329248,-0.014530793,0.017807735,-0.013305452,0.0016704590525478125,0.0676409238949418,234
148,7.4,0.045058005,-0.033283416,0.052275818,-0.04312778,0.00034582522,0.0011005715,-0.004538548,0.011481531,-0.0023517136,-0.014198296,0.016816515,-0.013510857,0.001687343348748982,0.057148633524775505,225
149,7.45,0.042901617,-0.033266123,0.052330848,-0.043346908,0.0009445194,0.00093178614,-0.0043826,0.011973884,-0.003375707,-0.013744444,0.015725434,-0.013580229,0.0017027831636369228,0.05576962046325207,229
150,7.5,0.040734272,-0.033218898,0.052377436,-0.043597154,0.0014908973,0.00073495304,-0.005004922,0.010927555,-0.003936662,-0.013306186,0.014441581,-0.013517808,0.0017165709286928177,0.057626581750810146,236
151,7.550000000000001,0.038554415,-0.033144355,0.052414183,-0.043889295,0.001990579,0.00049403426,-0.0058428026,0.009993635,-0.0048183748,-0.012805693,0.013112698,-0.013357084,0.0017366561805829406,0.05772140435874462,240
152,7.6000000000000005,0.03635995,-0.033044826,0.052438885,-0.044230767,0.0024495004,0.00019374187,-0.0068294415,0.009178426,-0.006005848,-0.012221411,0.011740619,-0.013058977,0.0017632314702495933,0.05772776436060667,251
153,7.65,0.034148414,-0.03292235,0.05244857,-0.044626094,0.0028739255,-0.00018082521,-0.0079065645,0.008488501,-0.007491342,-0.011538468,0.010325134,-0.012581905,0.0017644095933064818,0.06771285273134708,259
154,7.7,0.03191711,-0.032778654,0.05243953,-0.04507711,0.0032704459,-0.00064447906,-0.00902037,0.007930405,-0.009273077,-0.010747813,0.008863902,-0.011881199,0.0017316591693088412,0.07125143613666296,271
155,7.75,0.029663254,-0.032615133,0.052407306,-0.045569323,0.0036380182,-0.0011897846,-0.009844198,0.0073514446,-0.0109061105,-0.009845778,0.0073523833,-0.010908686,0.0017020736122503877,0.06770940311253071,275
156,7.800000000000001,0.027384788,-0.03243323,0.052347817,-0.04601239,0.0039279996,-0.0016726316,-0.008861347,0.0057996255,-0.009656941,-0.0088613555,0.0057996307,-0.009656955,0.001679247827269137,0.0658463342115283,277
157,7.8500000000000005,0.025084168,-0.03223683,0.052264184,-0.046411153,0.004143507,-0.0020923223,-0.007975219,0.004310155,-0.008393814,-0.007975221,0.0043101558,-0.008393817,0.0016634623752906919,0.059818495996296406,274
158,7.9,0.02276361,-0.032029655,0.052159566,-0.046770036,0.004288364,-0.0024491358,-0.0071776942,0.0028971354,-0.0071362685,-0.0071776956,0.002897136,-0.0071362704,0.001652711653150618,0.05979693681001663,273
159,7.95,0.020425107,-0.03181524,0.05203711,-0.047093034,0.0043669418,-0.0027441136,-0.006459928,0.0015715489,-0.005899555,-0.006459929,0.0015715491,-0.0058995564,0.001630523125641048,0.058614589273929596,281
160,8.0,0.018070456,-0.03159689,0.051899903,-0.04738373,0.004384057,-0.0029789791,-0.0058139325,0.00034231108,-0.004697311,-0.005813934,0.00034231134,-0.0046973126,0.0016137820202857256,0.05519934929907322,276
161,8.05,0.01570127,-0.031377688,0.051750954,-0.047645357,0.0043448745,-0.0031560566,-0.0052325414,-0.00078365323,-0.003541549,-0.0052325428,-0.000783653,-0.0035415506,0.0016023186035454273,0.058150025084614754,281
162,8.1,0.0133190015,-0.031160444,0.05159315,-0.04788082,0.004254809,-0.0032781893,-0.004709287,-0.0018013056,-0.0024426526,-0.0047092885,-0.0018013055,-0.0024426542,0.0015876047546043992,0.055481801740825176,283
163,8.15,0.0109249605,-0.030947704,0.051429242,-0.048092738,0.0041194395,-0.0033486579,-0.0042383582,-0.0027073948,-0.0014093709,-0.0042383596,-0.0027073948,-0.0014093723,0.0015732805477455258,0.05842265486717224,276
164,8.200000000000001,0.008520324,-0.030741733,0.05126181,-0.048283465,0.0039444217,-0.0033711023,-0.0038145247,-0.0035003563,-0.00044888878,-0.003814526,-0.0035003563,-0.00044889003,0.001568293897435069,0.05559542682021856,274
165,8.25,0.0061061503,-0.030544512,0.051093254,-0.04845512,0.0037354128,-0.003349444,-0.0034330697,-0.004180177,0.00043316607,-0.003433071,-0.004180177,0.00043316465,0.0015708388527855277,0.0674177035689354,283
166,8.3,0.0036833943,-0.03035774,0.050925784,-0.048609607,0.0034979996,-0.0032878127,-0.0030897618,-0.0047482625,0.0012326217,-0.0030897632,-0.0047482625,0.0012326203,0.0015848175389692187,0.06802286952733994,282
167,8.35,0.0012529138,-0.03018284,0.050761394,-0.048748642,0.003237635,-0.0031904718,-0.0027806868,-0.0052072955,0.0019468162,-0.0027807876,-0.005207292,0.00194671,0.001610386185348034,0.06983028911054134,258
168,8.4,-0.0011845182,-0.030020958,0.05060187,-0.048873775,0.0029595816,-0.0030617702,-0.002502662,-0.0055610645,0.0025740322,-0.002502717,-0.005561065,0.0025739763,0.0016477311728522182,0.07068387698382139,249
169,8.450000000000001,-0.003628207,-0.029872978,0.050448783,-0.048986394,0.002668863,-0.0029060578,-0.0022523983,-0.005814371,0.0031142496,-0.002252452,-0.0058143707,0.003114195,0.001697098952718079,0.06552579067647457,257
170,8.5,-0.0060775266,-0.029739534,0.05030348,-0.04908775,0.0023702213,-0.0027276448,-0.0020271586,-0.0059728334,0.0035682619,-0.0020272136,-0.005972832,0.0035682055,0.0017470706952735782,0.056740473955869675,280
171,8.55,-0.008531914,-0.029621024,0.0501671,-0.049178977,0.0020680828,-0.0025307492,-0.0018244714,-0.006042769,0.0039379117,-0.0018244982,-0.006042767,0.0039378856,0.0018079181900247931,0.056267451494932175,275
172,8.6,-0.010990863,-0.029517619,0.05004056,-0.04926108,0.0017665304,-0.0023194472,-0.001642015,-0.0060310466,0.0042260406,-0.0016420484,-0.006031044,0.004226009,0.0018695358885452151,0.05698511749505997,281
173,8.65,-0.013453917,-0.029429292,0.04992459,-0.04933497,0.0014692822,-0.0020976414,-0.0014778133,-0.005944965,0.0044361185,-0.001477845,-0.0059449626,0.0044360897,0.0019445238867774606,0.057169366627931595,274
174,8.700000000000001,-0.015920665,-0.029355828,0.049819708,-0.04940147,0.001179677,-0.0018690223,-0.0013300123,-0.005792105,0.004572381,-0.0013300627,-0.0057921,0.004572338,0.0020328538957983255,0.06323404517024755,276
175,8.75,-0.01839074,-0.029296843,0.049726255,-0.04946132,0.000900666,-0.0016370439,-0.0011969911,-0.005580219,0.004639568,-0.0011970624,-0.005580212,0.004639509,0.002134110312908888,0.061460088938474655,294
176,8.8,-0.020863805,-0.02925181,0.049644403,-0.049515184,0.00063480996,-0.0014048993,-0.0010772571,-0.0053171213,0.0046428926,-0.0010773614,-0.0053171124,0.0046428153,0.0022471228148788214,0.06454886868596077,288
177,8.85,-0.023339564,-0.029220069,0.04957416,-0.049563657,0.000384281,-0.0011755048,-0.00096948503,-0.005010579,0.004587891,-0.00096963346,-0.0050105657,0.0045877863,0.0023706890642642975,0.06674560531973839,292
178,8.9,-0.025817746,-0.029200856,0.049515385,-0.04960729,0.00015087027,-0.00095149374,-0.00087268243,-0.004668215,0.00448022,-0.0008726865,-0.0046682144,0.0044802176,0.002505403710529208,0.07066105771809816,288
179,8.950000000000001,-0.028298112,-0.029193312,0.04946781,-0.049646564,-6.400273e-05,-0.0007351902,-0.0007854069,-0.00429746,0.0043260716,-0.00078541785,-0.0042974586,0.004326065,0.002652745461091399,0.06982275564223528,290
180,9.0,-0.03078044,-0.029196512,0.04943105,-0.049681906,-0.00025927465,-0.0005286218,-0.00070681755,-0.0039054384,0.004131368,-0.00070687383,-0.0039054314,0.0041313367,0.0028133883606642485,0.07003527320921421,290
181,9.05,-0.033264536,-0.029209476,0.049404617,-0.049713653,-0.00043422708,-0.00033348915,-0.00063495786,-0.0034990488,0.0039026528,-0.0006361902,-0.0034988876,0.0039020055,0.002987480256706476,0.07081793062388897,285
182,9.1,-0.035750218,-0.029231187,0.049387943,-0.049691115,-0.000594256,-0.00012511846,0.0004507644,-0.0032005776,0.004167414,-0.0005726963,-0.0030841627,0.003643895,0.003175020683556795,0.06348532810807228,284
183,9.15,-0.038234774,-0.0292609,0.04938169,-0.049548537,-0.00074739766,0.00013174587,0.0028515477,-0.003062834,0.0051372866,-0.00061777234,-0.00265555,0.0033105258,0.003375867148861289,0.06158766150474548,289
184,9.200000000000001,-0.0407122,-0.02929827,0.049388275,-0.049325082,-0.0008900325,0.000418898,0.004469074,-0.0028526972,0.0057430426,-0.0009029284,-0.0022007022,0.002828071,0.0035418374463915825,0.06413795705884695,299
185,9.25,-0.043178454,-0.029342772,0.049409218,-0.049050532,-0.0010194489,0.00072142365,0.0054909745,-0.002588326,0.0060505127,-0.0013498366,-0.0017285811,0.002220835,0.0035532573238015175,0.06846862751990557,302
186,9.3,-0.04563098,-0.029393746,0.04944529,-0.048747577,-0.0011336749,0.0010270672,0.0060591125,-0.0022845205,0.0061128694,-0.0018989369,-0.0012472366,0.0015110658,0.003567554522305727,0.06850884854793549,289
187,9.35,-0.04806836,-0.02945043,0.049496643,-0.048433546,-0.0012313416,0.0013257304,0.0062805954,-0.001953335,0.0059732636,-0.002504848,-0.000763919,0.00071941875,0.003584529273211956,0.06262164562940598,295
188,9.4,-0.050490037,-0.029511997,0.04956293,-0.048121706,-0.0013115738,0.0016090934,0.0062368056,-0.001604644,0.005667261,-0.0031329095,-0.00028516538,-0.0001346732,0.0035896175540983677,0.079089829698205,294
189,9.450000000000001,-0.052896123,-0.029577576,0.049643386,-0.04782227,-0.0013738921,0.0018702769,0.0059887227,-0.0012463658,0.005223669,-0.0037565902,0.0001831383,-0.0010328384,0.0036010541953146458,0.07992564514279366,299
190,9.5,-0.05528724,-0.02964627,0.0497369,-0.047543153,-0.0014181341,0.0021035818,0.0055823643,-0.00088483945,0.004666098,-0.0043554604,0.0006356656,-0.0019574808,0.003625336103141308,0.07941863872110844,301
191,9.55,-0.057664394,-0.029717177,0.04984208,-0.047290552,-0.0014443811,0.0023042548,0.005052003,-0.0005249404,0.0040134615,-0.004913695,0.0010676214,-0.0028916518,0.003656350541859865,0.0787607217207551,307
192,9.600000000000001,-0.06002892,-0.029789396,0.04995729,-0.047069408,-0.0014528933,0.002468278,0.0044228584,-0.00017024307,0.0032804606,-0.0054188967,0.0014746513,-0.003818897,0.0036722414661198854,0.06839412078261375,321
193,9.65,-0.062382393,-0.02986204,0.050080705,-0.04688373,-0.0014440523,0.0025921902,0.0037135563,0.00017681952,0.0024782433,-0.0058611855,0.001852768,-0.0047230036,0.0036995327100157738,0.0655847517773509,335
194,9.700000000000001,-0.064726576,-0.029934242,0.050210316,-0.04673686,-0.0014183047,0.0026729077,0.0029374245,0.0005149509,0.0016143495,-0.006232545,0.0021983113,-0.005587904,0.0037128240801393986,0.06542358919978142,338
195,9.75,-0.06706342,-0.030005157,0.05034396,-0.046631657,-0.001376112,0.0027075612,0.0021040265,0.000843856,0.00069307245,-0.006526284,0.0025078247,-0.0063973903,0.003735706675797701,0.06465349812060595,331
196,9.8,-0.069395006,-0.030073963,0.050479338,-0.046570644,-0.0013179007,0.0026933383,0.0012202461,0.0011642247,-0.00028445994,-0.0067366883,0.0027780123,-0.007134922,0.0037643341347575188,0.0636562006548047,337
197,9.850000000000001,-0.071723536,-0.030139858,0.050614003,-0.046549655,-0.001250708,0.002623004,0.00041978646,0.0013438554,-0.0014066889,-0.006858714,0.0030056203,-0.007783361,0.003791181370615959,0.07017659395933151,326
198,9.9,-0.074051015,-0.030202392,0.050745152,-0.046568144,-0.0011691791,0.0025077935,-0.00036974077,0.001630577,-0.0023042064,-0.0069006905,0.003200709,-0.00831602,0.003804354462772608,0.0711286487057805,325
199,9.950000000000001,-0.076379426,-0.030260852,0.05087054,-0.046612468,-0.0010541758,0.00234193,-0.00088644476,0.0023000673,-0.003317268,-0.0068637133,0.003350324,-0.008741343,0.003728646319359541,0.06828129384666681,328
200,10.0,-0.07871005,-0.03031356,0.05098764,-0.046673547,-0.0009350288,0.002154715,-0.0012216336,0.0023829401,-0.0037443032,-0.0067750663,0.0034126127,-0.009036563,0.0035545979626476765,0.06773863080888987,331
201,10.05,-0.08104373,-0.030360311,0.051095374,-0.04668257,-0.00070841913,0.0019112146,-0.00018042649,0.0045321924,-0.0048700063,-0.0066529065,0.0034378646,-0.009247619,0.003389923833310604,0.06727948598563671,327
202,10.100000000000001,-0.08337785,-0.030395731,0.051190935,-0.046613168,-0.0004775356,0.0017278815,0.0013880421,0.004617671,-0.0036666603,-0.006634861,0.003218398,-0.009299295,0.003234421368688345,0.06948151718825102,320
203,10.15,-0.085708514,-0.030419609,0.05127733,-0.04649796,-0.00024901063,0.0015884836,0.0023041982,0.0045704995,-0.0027879584,-0.0067736655,0.0029337313,-0.009410434,0.003088590921834111,0.076359654776752,316
204,10.200000000000001,-0.088033415,-0.030432058,0.05135675,-0.04636194,-2.8371083e-05,0.0014792875,0.002720321,0.0044127908,-0.0021839202,-0.007004082,0.0025960673,-0.009563604,0.0029527032747864723,0.06266784388571978,320
205,10.25,-0.090351515,-0.030433478,0.051430717,-0.046224367,0.00017976208,0.0013884574,0.0027514875,0.004162663,-0.0018166027,-0.007276118,0.002217038,-0.009742329,0.002826870419085026,0.06284515094012022,332
206,10.3,-0.09266273,-0.03042449,0.05150014,-0.04610009,0.000371523,0.0013056023,0.0024854809,0.0038352183,-0.0016571034,-0.0075512677,0.0018078685,-0.009930497,0.002711090724915266,0.06270702183246613,330
207,10.350000000000001,-0.09496773,-0.030405914,0.05156542,-0.046000633,0.0005436699,0.0012214002,0.0019891504,0.003442939,-0.0016840396,-0.007799819,0.0013794103,-0.010111909,0.0026052920147776604,0.062068160623311996,329
208,10.4,-0.09726776,-0.030378731,0.05162649,-0.04593494,0.0006934757,0.001127296,0.00131383,0.0029961155,-0.0018820838,-0.007998735,0.0009422356,-0.010269895,0.00250935647636652,0.06173262093216181,335
209,10.450000000000001,-0.09956451,-0.030344058,0.051682852,-0.045840774,0.00087912584,0.0010081617,0.0018833749,0.003713003,-0.0023826868,-0.008130118,0.00050670677,-0.010387031,0.0024193166755139828,0.06550151482224464,333
210,10.5,-0.101856545,-0.030300101,0.05173326,-0.045752138,0.0010432445,0.00090649625,0.0017726828,0.0032823738,-0.002033309,-0.008318454,-3.7959195e-05,-0.01043058,0.0023381386417895555,0.06558391824364662,342
211,10.55,-0.10414415,-0.03024794,0.051778585,-0.045686483,0.0011801851,0.0008080064,0.0013131221,0.0027388132,-0.0019697975,-0.008495726,-0.0005859793,-0.010479284,0.0022669543977826834,0.06800916884094477,342
212,10.600000000000001,-0.106428474,-0.030188931,0.051818985,-0.04565626,0.0012857638,0.0007006823,0.00060445385,0.0021115746,-0.0021464815,-0.008627035,-0.0011206681,-0.010508932,0.00220571574755013,0.06555698346346617,342
213,10.65,-0.10871129,-0.030124644,0.051854018,-0.04567014,0.0013569493,0.0005742995,-0.0002776334,0.0014237101,-0.0025276565,-0.008687481,-0.0016268685,-0.010496289,0.0021543283946812153,0.05697487108409405,331
214,10.700000000000001,-0.11099479,-0.030056797,0.051882733,-0.045733828,0.0013916348,0.00042009074,-0.0012737772,0.00069371023,-0.003084175,-0.00865972,-0.0020906762,-0.010418685,0.002112678252160549,0.09562262613326311,330
215,10.75,-0.11328149,-0.029987216,0.051903736,-0.045711067,0.0013035076,0.00020394626,0.000455194,-0.0017625435,-0.0043228897,-0.008532345,-0.0024992814,-0.010253841,0.0020806349348276854,0.05876171588897705,336
216,10.8,-0.11556704,-0.02992204,0.051913932,-0.04558865,0.0012170405,8.37254e-05,0.0024483004,-0.0017293418,-0.0024044171,-0.008577868,-0.0026709319,-0.009926569,0.0020580803975462914,0.05733057949692011,342
217,10.850000000000001,-0.117846474,-0.029861188,0.05191812,-0.045405123,0.001131418,3.7797316e-05,0.0036704924,-0.0017124477,-0.0009185616,-0.008822702,-0.0028238767,-0.009737106,0.0020453480537980795,0.0578764583915472,349
