step,time_s,x,y,z,vx,vy,vz,ux,uy,uz,u_des_x,u_des_y,u_des_z,safety_h,step_runtime_s,active_constraints
218,10.9,-0.12011673,-0.029804617,0.051920008,-0.045189716,0.001046123,4.7866197e-05,0.004308117,-0.001705901,0.00020137761,-0.009189755,-0.002956895,-0.009666188,0.002042285865172744,0.058544485829770565,373
219,10.950000000000001,-0.12237622,-0.02975231,0.0519224,-0.044964615,0.000960848,9.827039e-05,0.004501994,-0.0017055,0.0010080838,-0.00962057,-0.0030691568,-0.009695768,0.002047487534582615,0.0664172200486064,393
220,11.0,-0.124624446,-0.029704267,0.051927313,-0.04474668,0.0008754265,0.00017543777,0.0043587354,-0.0017084301,0.0015433474,-0.010070771,-0.003160141,-0.009808535,0.0020593490917235613,0.059484570287168026,399
221,11.05,-0.12686178,-0.029660495,0.051936086,-0.044552438,0.0007699251,0.00028742984,0.0038848105,-0.0021100286,0.0022398413,-0.010506645,-0.0032295138,-0.009987438,0.00207869173027575,0.0614458741620183,411
222,11.100000000000001,-0.1290894,-0.029621998,0.05195046,-0.04438138,0.00066750764,0.00040566095,0.0034211364,-0.002048349,0.0023646224,-0.010895126,-0.0032373718,-0.0102552865,0.002107037231326103,0.058791195042431355,417
223,11.15,-0.13130847,-0.029588623,0.051970743,-0.04424587,0.0005681571,0.00051630393,0.0027102411,-0.00198701,0.0022128595,-0.011237241,-0.003225023,-0.01056361,0.002145159989595413,0.0599240530282259,421
224,11.200000000000001,-0.13352075,-0.029560216,0.05199656,-0.04415553,0.00047169728,0.00060689583,0.0018067699,-0.001929197,0.0018118375,-0.011508264,-0.003193196,-0.010886317,0.002179276430979371,0.05967959854751825,410
225,11.25,-0.13572852,-0.029536631,0.052026905,-0.044117544,0.0003778054,0.00066633074,0.00075974106,-0.0018778373,0.0011886986,-0.01168894,-0.0031423122,-0.011196582,0.0022171479649841785,0.058850415982306004,399
226,11.3,-0.1379344,-0.02951774,0.05206022,-0.04413693,0.00028603114,0.0006847751,-0.00038769635,-0.0018354855,0.0003688875,-0.011764914,-0.0030724527,-0.011467183,0.002204397926107049,0.059236195869743824,407
227,11.350000000000001,-0.14014125,-0.029503439,0.05209446,-0.044204235,0.00020692707,0.0006551844,-0.0013461267,-0.0015820811,-0.0005918146,-0.011726141,-0.0029833587,-0.011670649,0.002174745313823223,0.05903027579188347,402
228,11.4,-0.14235146,-0.029493092,0.05212722,-0.044323605,0.00012702912,0.0005834177,-0.0023874077,-0.0015979588,-0.0014353328,-0.011591531,-0.0028966577,-0.011782663,0.0021545577328652143,0.05970975290983915,406
229,11.450000000000001,-0.14456764,-0.02948674,0.05215639,-0.04444223,6.493219e-05,0.00045585388,-0.0023725238,-0.0012419387,-0.0025512765,-0.011352792,-0.0027885968,-0.01180293,0.0021436610259115696,0.05871564615517855,423
230,11.5,-0.14678974,-0.029483493,0.05217918,-0.044588286,4.2125866e-06,0.0003149091,-0.002921123,-0.001214392,-0.0028188953,-0.011115544,-0.0026961612,-0.011693647,0.00214187940582633,0.05967683997005224,423
231,11.55,-0.14901915,-0.029483283,0.052194927,-0.044770926,-5.711441e-05,0.00014787266,-0.0036528236,-0.0012265398,-0.0033407286,-0.010823429,-0.0025909548,-0.011525715,0.002149208914488554,0.06004987936466932,417
232,11.600000000000001,-0.1512577,-0.029486138,0.05220232,-0.04499678,-0.00012095102,-5.723581e-05,-0.004517048,-0.0012767323,-0.0041021695,-0.010458149,-0.002469353,-0.011270376,0.002165570855140686,0.05944564286619425,400
233,11.65,-0.15350753,-0.029492186,0.05219946,-0.045221385,-0.00015154049,-0.00028397108,-0.0044920873,-0.0006117892,-0.0045347055,-0.010006443,-0.0023274026,-0.0108971335,0.0021907049231231213,0.05900843534618616,393
234,11.700000000000001,-0.1557686,-0.029499764,0.052185263,-0.045443248,-0.00017966895,-0.0004935071,-0.004437268,-0.0005625692,-0.0041907197,-0.009557232,-0.002235984,-0.010429356,0.0022149260621517897,0.05930319149047136,378
235,11.75,-0.15804076,-0.029508747,0.052160587,-0.045670185,-0.00020810634,-0.00069523085,-0.0045387596,-0.00056874804,-0.0040344754,-0.0091135055,-0.0021418408,-0.0099393,0.002248247852548957,0.05988777615129948,364
236,11.8,-0.16032428,-0.029519152,0.052125826,-0.04590787,-0.00023935681,-0.00089791056,-0.004753689,-0.00062500936,-0.0040535945,-0.008659631,-0.0020400481,-0.009412471,0.0022911473643034697,0.059426250867545605,359
237,11.850000000000001,-0.16261967,-0.02953112,0.05208093,-0.04616194,-0.0002763325,-0.0011124372,-0.0050813495,-0.0007395132,-0.004290533,-0.008184262,-0.0019255235,-0.008833308,0.002343784784898162,0.059901884756982327,354
238,11.9,-0.16492777,-0.029544936,0.052025307,-0.04643945,-0.00032297947,-0.0013546159,-0.0055502397,-0.0009329397,-0.004843574,-0.0076761246,-0.0017917347,-0.008179769,0.002270790981128812,0.05894035752862692,316
239,11.950000000000001,-0.16724974,-0.029561086,0.051957577,-0.04674851,-0.0003843371,-0.0016460168,-0.0061812266,-0.0012271528,-0.0058280183,-0.007121101,-0.0016293554,-0.007417299,0.0021894348319619894,0.05868151597678661,327
240,12.0,-0.16958717,-0.029580303,0.05187528,-0.046868294,-0.0005278294,-0.0018363545,-0.0023956455,-0.0028698458,-0.0038067522,-0.0065029785,-0.0014258944,-0.00649585,0.002116786316037178,0.059043144807219505,309
241,12.05,-0.17193058,-0.029606694,0.05178346,-0.04682985,-0.0007037071,-0.0018853329,0.0007688866,-0.003517554,-0.0009795673,-0.0062634125,-0.0010428252,-0.0057036793,0.0020536917727440596,0.05737164430320263,289
242,12.100000000000001,-0.17427208,-0.02964188,0.051689193,-0.046689488,-0.0008928001,-0.0018272022,0.0028072651,-0.0037818598,0.0011626135,-0.0063403025,-0.00055911066,-0.0051466357,0.002001020824536681,0.05736242886632681,287
243,12.15,-0.17660655,-0.02968652,0.051597834,-0.046487626,-0.0010810412,-0.0016891318,0.004037238,-0.0037648224,0.0027614064,-0.0066210255,-4.997826e-06,-0.004791555,0.0019593227189034224,0.05806747451424599,289
244,12.200000000000001,-0.17893094,-0.029740572,0.051513378,-0.04625342,-0.0012581385,-0.0014930756,0.004684143,-0.0035419445,0.003921125,-0.00702475,0.0005946851,-0.0046109008,0.0019289235351607203,0.057373156771063805,301
245,12.25,-0.18124361,-0.02980348,0.051438723,-0.045991678,-0.0013929771,-0.0012680314,0.0052348296,-0.0026967728,0.004500884,-0.0074931607,0.0012191401,-0.0045807324,0.0019099946366623044,0.0572422556579113,295
246,12.3,-0.18354319,-0.029873127,0.051375322,-0.045627017,-0.0014152456,-0.0010398882,0.0072931885,-0.0004453696,0.0045628645,-0.008016646,0.001803353,-0.004657547,0.001902554533444345,0.06256037671118975,292
247,12.350000000000001,-0.18582454,-0.029943889,0.05132333,-0.04523592,-0.0014276272,-0.00076690514,0.007821932,-0.00024763096,0.0054596616,-0.008745968,0.00219613,-0.00479683,0.001906477496959269,0.06079046707600355,297
248,12.4,-0.18808635,-0.030015271,0.051284984,-0.044837333,-0.0014284876,-0.00046378773,0.007971728,-1.7209633e-05,0.006062348,-0.00952816,0.0025747027,-0.005082827,0.0019217351218685508,0.06704049184918404,313
249,12.450000000000001,-0.19032821,-0.030086696,0.051261794,-0.04444481,-0.0014169668,-0.00014267728,0.007850466,0.00023041683,0.0064222086,-0.010325335,0.0029333343,-0.005497339,0.0019481793278828263,0.06804783176630735,327
250,12.5,-0.19255045,-0.030157544,0.05125466,-0.044068024,-0.0013927869,0.00018631501,0.0075357673,0.00048359894,0.0065798457,-0.01111038,0.0032674177,-0.006023611,0.0019795396365225315,0.07704706862568855,340
251,12.55,-0.19475386,-0.030227182,0.051263977,-0.043713856,-0.0013561056,0.0005147078,0.007083344,0.0007336261,0.0065678563,-0.011863954,0.0035732957,-0.0066459253,0.0020182502921670675,0.07570826727896929,341
252,12.600000000000001,-0.19693954,-0.030294988,0.05128971,-0.04338721,-0.0013074019,0.00083534187,0.0065329173,0.0009740721,0.006412681,-0.0125722885,0.0038481266,-0.0073492965,0.0020635470282286406,0.05772824585437775,339
253,12.65,-0.1991089,-0.030360358,0.05133148,-0.043091588,-0.0012473869,0.001142136,0.005912464,0.0012003012,0.0061358833,-0.013225578,0.0040897485,-0.008119236,0.0021109378430992365,0.057615834288299084,355
254,12.700000000000001,-0.20126347,-0.030422727,0.051388584,-0.042829517,-0.001176934,0.0014298906,0.005241433,0.0014090575,0.005755092,-0.013816826,0.0042965664,-0.008941663,0.002158320741727948,0.058439215645194054,358
255,12.75,-0.20340495,-0.030481573,0.05146008,-0.04260287,-0.0010970217,0.0016941223,0.0045328983,0.0015982449,0.005284633,-0.014340967,0.0044675046,-0.009802697,0.002203822834417224,0.057876395992934704,359
256,12.8,-0.2055351,-0.030536424,0.051544785,-0.042413086,-0.001008691,0.0019309322,0.0037956776,0.0017666153,0.0047361967,-0.01479426,0.0046019126,-0.01068864,0.0022594830952584743,0.059188174083828926,357
257,12.850000000000001,-0.20765576,-0.03058686,0.051641334,-0.042261325,-0.00091300864,0.0021368822,0.0030352473,0.0019136479,0.0041189985,-0.01517383,0.0046995073,-0.011585789,0.0023250828962773085,0.059858907014131546,353
258,12.9,-0.20976882,-0.030632509,0.05174818,-0.042148586,-0.00081103935,0.0023088797,0.0022547885,0.0020393853,0.0034399533,-0.015477352,0.0047603166,-0.01248043,0.002398987300693989,0.05888574291020632,361
259,12.950000000000001,-0.21187624,-0.03067306,0.051863622,-0.042075794,-0.00070382335,0.0024440703,0.001455824,0.0021443206,0.0027038115,-0.015702829,0.004784627,-0.013358651,0.0024790908209979534,0.05907438788563013,352
260,13.0,-0.21398003,-0.030708252,0.051985826,-0.042043846,-0.0005923591,0.0025397355,0.0006389484,0.0022292843,0.0019133029,-0.015848413,0.0047729528,-0.014206246,0.0025686612352728844,0.05824872385710478,354
261,13.05,-0.21608223,-0.03073787,0.052112814,-0.042053644,-0.00047759077,0.0025931813,-0.0001959338,0.0022953665,0.0010689147,-0.01591231,0.0047259796,-0.015008599,0.0026675567496567965,0.058971949853003025,349
262,13.100000000000001,-0.21818492,-0.030761749,0.052242473,-0.0421061,-0.00036040042,0.002601633,-0.00104908,0.002343807,0.00016903617,-0.015892714,0.0046445318,-0.015750429,0.0027756604831665754,0.05863083899021149,339
263,13.15,-0.22029023,-0.030779768,0.052372556,-0.04220215,-0.00024160164,0.0025621045,-0.0019209757,0.0023759755,-0.00079057075,-0.015787803,0.004529547,-0.016415626,0.0027924864552915096,0.0590024720877409,348
264,13.200000000000001,-0.22240034,-0.030791847,0.05250066,-0.042342726,-0.000121940306,0.0024712784,-0.002811527,0.0023932266,-0.0018165193,-0.015595704,0.004382046,-0.016986987,0.00275053596124053,0.06029016897082329,359
265,13.25,-0.22451748,-0.030797943,0.052624226,-0.042528734,-2.096771e-06,0.0023253593,-0.003720159,0.0023968706,-0.002918382,-0.015314549,0.0042031193,-0.01744586,0.0027101198211312294,0.060611044988036156,366
266,13.3,-0.22664392,-0.030798048,0.052740492,-0.04276104,0.00011731287,0.0021198613,-0.004646137,0.0023881928,-0.0041099605,-0.014942534,0.0039939145,-0.017771844,0.002667094813659787,0.06157003156840801,376
267,13.350000000000001,-0.22878197,-0.030792182,0.052846484,-0.043040413,0.00023572589,0.0018494047,-0.005587473,0.0023682604,-0.0054091336,-0.0144779235,0.0037556165,-0.017942179,0.0026213389355689287,0.0628811176866293,390
268,13.4,-0.230934,-0.030780395,0.052938953,-0.04333937,0.00037462654,0.0014908932,-0.0059791887,0.002778013,-0.0071702288,-0.013919175,0.0034894631,-0.017931227,0.0025824191980063915,0.06339364498853683,389
269,13.450000000000001,-0.23310097,-0.030761665,0.053013496,-0.043521542,0.000498988,0.001080603,-0.0036434182,0.0024872294,-0.008205803,-0.013321258,0.0031527276,-0.017676547,0.002548533957451582,0.05868471786379814,385
270,13.5,-0.23527704,-0.030736715,0.053067528,-0.043666966,0.0005885988,0.000734719,-0.0029084575,0.0017922153,-0.006917679,-0.012956917,0.002810351,-0.017228682,0.002516520908102393,0.0645407885313034,371
271,13.55,-0.23746039,-0.030707285,0.053104263,-0.043748382,0.00072553946,0.00041719494,-0.00162834,0.0027388139,-0.0063504805,-0.012666069,0.002506379,-0.016807072,0.0024718549102544785,0.06035270914435387,335
272,13.600000000000001,-0.2396478,-0.030671008,0.05312512,-0.04381606,0.0008423805,0.0001518543,-0.0013535812,0.0023368206,-0.0053068125,-0.0125032365,0.0020853486,-0.0163557,0.0024334394838660955,0.06308542471379042,322
273,13.65,-0.2418386,-0.03062889,0.053132713,-0.043863527,0.0007982893,-8.846795e-05,-0.0009493602,-0.0008818245,-0.004806445,-0.012367882,0.0016702819,-0.015929308,0.0023908501025289297,0.0648517245426774,327
274,13.700000000000001,-0.24403179,-0.030588975,0.05312829,-0.04389925,0.00074272836,-0.00027462782,-0.0007144462,-0.0011112187,-0.0037231976,-0.012272947,0.0015478738,-0.015486624,0.0023491019383072853,0.06145554315298796,339
275,13.75,-0.24622674,-0.03055184,0.05311456,-0.043943807,0.0006816086,-0.00042686219,-0.0008911325,-0.0012223942,-0.0030446872,-0.012201503,0.0014594225,-0.015092196,0.0023085090797394514,0.06500956043601036,337
276,13.8,-0.24842393,-0.030517759,0.053093217,-0.044012427,0.00061997905,-0.0005629658,-0.0013724249,-0.0012325916,-0.0027220729,-0.0121123865,0.0013959841,-0.014719069,0.002273906022310257,0.0601290687918663,337
277,13.850000000000001,-0.25062457,-0.03048676,0.05306507,-0.04411624,0.00056217395,-0.0006988751,-0.00207625,-0.0011561016,-0.0027181862,-0.011975147,0.0013488391,-0.014340151,0.002242780989035964,0.06334331724792719,318
278,13.9,-0.2528304,-0.030458651,0.053030126,-0.04426323,0.00051194226,-0.0008491987,-0.0029397693,-0.0010046335,-0.003006472,-0.0117675215,0.0013094586,-0.013927592,0.0022032498382031918,0.06508708279579878,310
279,13.950000000000001,-0.25504354,-0.030433055,0.052987665,-0.044458922,0.00047254656,-0.0010276564,-0.0039138813,-0.0007879139,-0.0035691538,-0.011473544,0.0012693764,-0.013452228,0.002168848644942045,0.06177154742181301,306
280,14.0,-0.2572665,-0.030409427,0.052936282,-0.044670705,0.000490845,-0.0012646329,-0.004235638,0.00036596906,-0.004739532,-0.0110821575,0.0012201853,-0.0128830075,0.0021260257344692945,0.06415116786956787,299
281,14.05,-0.25950003,-0.030384885,0.05287305,-0.04472498,0.0006193101,-0.0014554482,-0.0010855052,0.002569302,-0.0038163052,-0.010658592,0.0010654503,-0.012152141,0.002085780492052436,0.06477147154510021,305
282,14.100000000000001,-0.26173627,-0.03035392,0.052800275,-0.0447206,0.00073819037,-0.001548632,8.750971e-05,0.0023776044,-0.001863676,-0.0105500445,0.0006858088,-0.011454344,0.0020540375262498856,0.05990378372371197,295
283,14.15,-0.2639723,-0.03031701,0.052722845,-0.044677492,0.00083822606,-0.0015851026,0.00086215144,0.0020007142,-0.0007294116,-0.010558799,0.00029322528,-0.010904109,0.00203133886680007,0.06027148012071848,288
284,14.200000000000001,-0.26620618,-0.030275099,0.05264359,-0.044352777,0.0008255952,-0.0018460606,0.0064942935,-0.00025261624,-0.00521916,-0.010645017,-9.139697e-05,-0.010444017,0.0020081931725144386,0.05959244258701801,293
285,14.25,-0.26842383,-0.030233819,0.05255129,-0.043827653,0.0007297404,-0.0022607546,0.010502469,-0.0019170961,-0.00829388,-0.011294447,-0.0002756922,-0.009525824,0.001987812574952841,0.06010496336966753,276
286,14.3,-0.27061522,-0.030197332,0.05243825,-0.04316641,0.00061075523,-0.002626081,0.013224869,-0.0023797043,-0.007306526,-0.012344696,-0.0002903823,-0.008234927,0.0019735314417630434,0.062460984103381634,268
287,14.350000000000001,-0.27277353,-0.030166794,0.052306946,-0.042415,0.0004798181,-0.0029210963,0.015028171,-0.0026187424,-0.005900304,-0.013667181,-0.0002348487,-0.0069390927,0.0019624580163508654,0.05893809348344803,264
288,14.4,-0.2748943,-0.030142803,0.052160893,-0.041606355,0.00034109154,-0.003149255,0.016172884,-0.0027745308,-0.0045631723,-0.0151700005,-0.00012566475,-0.005692536,0.0019449071260169148,0.06089103780686855,269
289,14.450000000000001,-0.27697462,-0.030125748,0.05200343,-0.040763896,0.00019801444,-0.0033143167,0.016849201,-0.002861542,-0.0033012356,-0.01678729,3.1834003e-05,-0.004505949,0.0019325163448229432,0.060668948106467724,276
290,14.5,-0.2790128,-0.030115848,0.051837713,-0.039904013,5.3434545e-05,-0.0034203222,0.017197654,-0.002891598,-0.0021201095,-0.01847221,0.00023271631,-0.0033885045,0.0019227633019909263,0.06027599889785051,295
291,14.55,-0.281008,-0.030113177,0.051666696,-0.03903792,-9.028842e-05,-0.0034715605,0.017321853,-0.0028744594,-0.001024767,-0.020191975,0.00047237633,-0.0023479145,0.0019126898841932416,0.06848966330289841,308
292,14.600000000000001,-0.2829599,-0.030117692,0.05149312,-0.038173035,-0.00023120017,-0.003472526,0.017297737,-0.002818235,-1.9312905e-05,-0.02192416,0.00074646703,-0.0013903531,0.0019003552151843905,0.06032153312116861,321
293,14.65,-0.28486857,-0.030129252,0.051319495,-0.037314054,-0.00036768112,-0.0034278755,0.017179638,-0.002729619,0.0008930126,-0.023653932,0.0010508659,-0.00052054133,0.0018811373738572001,0.06103921961039305,323
294,14.700000000000001,-0.28673428,-0.030147636,0.0511481,-0.036463846,-0.0004983836,-0.0033423817,0.01700419,-0.0026140497,0.0017098755,-0.025371898,0.0013816257,0.00025828043,0.0018692949088290334,0.0625800397247076,334
295,14.75,-0.28855747,-0.030172555,0.05098098,-0.035624206,-0.00062217313,-0.0032208934,0.01679277,-0.002475791,0.0024297624,-0.027072307,0.001734952,0.00094425865,0.0018645344534888864,0.06074507534503937,333
296,14.8,-0.2903387,-0.030203663,0.050819937,-0.034796506,-0.000738082,-0.0030682958,0.016553966,-0.0023181771,0.003051954,-0.02875159,0.0021071234,0.0015368834,0.0018665565876290202,0.06070012412965298,337
297,14.850000000000001,-0.29207852,-0.030240567,0.050666522,-0.033982083,-0.000845285,-0.0028894665,0.016288426,-0.0021440608,0.0035765874,-0.03040699,0.0024944814,0.0020369096,0.0018733717733994126,0.061024315655231476,347
298,14.9,-0.2937776,-0.03028283,0.050522048,-0.03318241,-0.0009431015,-0.0026892272,0.015993504,-0.0019563292,0.004004786,-0.032035835,0.0028934106,0.0024463255,0.0018836160888895392,0.06654371228069067,344
299,14.950000000000001,-0.29543674,-0.030329986,0.050387587,-0.032399245,-0.0010309964,-0.0024722987,0.015663281,-0.0017578996,0.0043385713,-0.033635188,0.0033003604,0.002768218,0.0018994343699887395,0.06588269118219614,352
300,15.0,-0.2970567,-0.030381536,0.05026397,-0.031636424,-0.001108406,-0.0022433072,0.015256382,-0.0015481912,0.0045798314,-0.035201512,0.003711924,0.003006664,0.00192040775436908,0.06068722251802683,352
301,15.05,-0.29863852,-0.030436957,0.050151806,-0.030893907,-0.0011753564,-0.002006549,0.014850363,-0.0013390084,0.0047351657,-0.036727153,0.004124496,0.0031667626,0.0019461129559203982,0.06332478113472462,357
302,15.100000000000001,-0.3001832,-0.030495726,0.05005148,-0.030170737,-0.0012321647,-0.0017660437,0.014463391,-0.001136165,0.0048101046,-0.038212188,0.0045355028,0.00325407,0.001976142404600978,0.06214155629277229,361
303,15.15,-0.30169174,-0.030557334,0.04996318,-0.02946514,-0.0012794115,-0.0015254947,0.014111921,-0.00094493694,0.00481098,-0.039658524,0.0049429606,0.0032746885,0.00200892286375165,0.061969381757080555,379
304,15.200000000000001,-0.303165,-0.030621305,0.049886905,-0.028774884,-0.0013178727,-0.0012882608,0.013805144,-0.0007692238,0.004744678,-0.041069724,0.005345498,0.0032350933,0.002039276761934161,0.06576429028064013,432
305,15.25,-0.30460373,-0.030687198,0.04982249,-0.02809778,-0.0013484258,-0.0010573409,0.013542071,-0.0006110617,0.004618399,-0.042450238,0.005742274,0.003142002,0.002070941962301731,0.06526651978492737,446
306,15.3,-0.3060086,-0.03075462,0.049769625,-0.02743215,-0.0013719599,-0.0008353674,0.013312633,-0.00047068362,0.004439469,-0.043804444,0.006132845,0.0030022322,0.0021010024938732386,0.06421065237373114,461
307,15.350000000000001,-0.30738023,-0.030823218,0.049727857,-0.026777003,-0.001389318,-0.00062460563,0.013102917,-0.00034716268,0.004215236,-0.0451357,0.0065170247,0.0028226133,0.002134207170456648,0.06330671813338995,462
308,15.4,-0.30871907,-0.030892683,0.049696628,-0.026132023,-0.0014012741,-0.00042695634,0.012899601,-0.00023912273,0.003952986,-0.04644599,0.006894728,0.0026099295,0.002169230720028281,0.06319801229983568,467
309,15.450000000000001,-0.31002566,-0.030962747,0.04967528,-0.025497366,-0.0014085339,-0.00024396638,0.012693127,-0.0001451961,0.003659799,-0.04773595,0.0072659673,0.0023707764,0.0021959550213068724,0.062013788148760796,485
310,15.5,-0.31130052,-0.031033173,0.04966308,-0.024873488,-0.0014117464,-7.6842334e-05,0.012477571,-6.424848e-05,0.0033424809,-0.049005266,0.0076308046,0.0021115446,0.0022222327534109354,0.07188883516937494,483
311,15.55,-0.3125442,-0.03110376,0.04965924,-0.024260934,-0.0014115203,7.352959e-05,0.012251058,4.5213715e-06,0.0030074385,-0.050253026,0.007989362,0.0018382797,0.002249435754492879,0.07385166734457016,490
312,15.600000000000001,-0.31375724,-0.031174336,0.049662918,-0.023660244,-0.0014084361,0.00020656336,0.012013813,6.168421e-05,0.0026606754,-0.051478136,0.008341844,0.0015567397,0.002278378000482917,0.06737618148326874,481
313,15.65,-0.31494024,-0.031244757,0.049673244,-0.023071881,-0.0014030518,0.00032194887,0.011767266,0.000107687054,0.0023077102,-0.052679516,0.008688554,0.0012722877,0.0023000268265604973,0.06824986636638641,480
314,15.700000000000001,-0.31609383,-0.03131491,0.04968934,-0.022496197,-0.0013959081,0.00041962718,0.011513671,0.00014287481,0.0019535662,-0.053856242,0.00902989,0.0009898841,0.002309525152668357,0.06240709312260151,464
315,15.75,-0.31721863,-0.031384706,0.049710322,-0.021933425,-0.0013875307,0.00049976446,0.011255432,0.00016754713,0.0016027462,-0.055007603,0.009366367,0.0007140427,0.0022838949225842953,0.06185345537960529,475
316,15.8,-0.3183153,-0.031454083,0.04973531,-0.021383697,-0.0013784283,0.0005627273,0.010994576,0.00018204868,0.0012592559,-0.056133147,0.009698598,0.00044886395,0.002177948597818613,0.06424989830702543,482
317,15.850000000000001,-0.3193845,-0.031523004,0.04976345,-0.02084704,-0.0013690944,0.0006090568,0.010733158,0.00018667913,0.0009265906,-0.05723261,0.010027273,0.00019799208,0.002077047247439623,0.059631614945828915,494
318,15.9,-0.32042685,-0.03159146,0.049793903,-0.020323412,-0.0013600017,0.00063944503,0.010472538,0.00018185162,0.00060776446,-0.058305927,0.010353213,-3.535254e-05,0.001980942441150546,0.06023485120385885,493
319,15.950000000000001,-0.32144302,-0.03165946,0.049825873,-0.019812718,-0.001351603,0.00065471005,0.010213895,0.00016797538,0.00030530058,-0.05935318,0.010677308,-0.00024840026,0.0018893989035859704,0.060313050635159016,498
320,16.0,-0.32243365,-0.031727042,0.049858607,-0.01931482,-0.0013443264,0.0006557744,0.009957945,0.00014553063,2.128596e-05,-0.060374565,0.011000518,-0.0004387825,0.0018021875293925405,0.06039769574999809,491
321,16.05,-0.3233994,-0.031794257,0.049891397,-0.018829554,-0.0013385775,0.0006436405,0.009705316,0.00011497785,-0.0002426772,-0.061370365,0.011323867,-0.0006045818,0.0017190914368256927,0.05947658699005842,485
322,16.1,-0.32434088,-0.031861186,0.04992358,-0.01835674,-0.0013347353,0.00061937113,0.009456292,7.684318e-05,-0.00048538842,-0.062340893,0.011648446,-0.0007442641,0.0016399044543504715,0.058667056262493134,488
323,16.150000000000002,-0.32525873,-0.031927925,0.04995455,-0.017896181,-0.0013331526,0.0005840697,0.009211175,3.165261e-05,-0.000706029,-0.06328652,0.011975404,-0.00085663924,0.0015644290251657367,0.06000076048076153,485
324,16.2,-0.32615355,-0.03199458,0.04998375,-0.017447691,-0.0013341545,0.0005388623,0.008969798,-2.0038042e-05,-0.0009041478,-0.064207636,0.012305932,-0.00094087806,0.0014924805145710707,0.05995217617601156,492
325,16.25,-0.32702592,-0.03206129,0.050010692,-0.017011087,-0.001338039,0.0004848807,0.008732069,-7.7689416e-05,-0.0010796321,-0.06510462,0.012641219,-0.000996476,0.0014238812727853656,0.05994892679154873,492
