trial,method,group,collision,success,goal_distance_reduction_ratio,min_safety_h,num_steps,trajectory_length,average_speed_proxy,closest_goal_distance,final_goal_distance,has_trajectory_samples,nearest_gaussian_distance_mean,nearest_gaussian_distance_min,nearby_gaussian_count_r005,nearby_gaussian_count_r010,nearby_gaussian_count_r020,nearby_opacity_mean,nearby_max_scale_mean,nearby_anisotropy_mean,nearby_volume_proxy_mean
0,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8150653908716482,0.0008511263877153397,325,0.6425270438194275,0.03954012577350323,0.14498873355662784,0.14498873355662784,True,0.04705862958783404,0.032945869284131485,59.58588957055215,3043.3312883435583,17591.539877300613,0.6411784749591145,0.003360839152291935,44306.41339398166,5.29177007701317e-09
1,safer_splat_filter,other,False,False,0.19687965977773483,0.0008069269824773073,114,0.17044025659561157,0.02990179940273887,0.6297183652618886,0.6297183652618886,False,,,,,,,,,
2,safer_splat_filter,other,False,False,0.19347984402805463,0.001313697430305183,104,0.18581140041351318,0.035732961617983304,0.6324993805713709,0.6324993805713709,False,,,,,,,,,
3,safer_splat_filter,other,False,False,0.22796674539090717,0.0008008620934560895,123,0.23460596799850464,0.03814731186967555,0.6054499251982434,0.6054499251982434,False,,,,,,,,,
4,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8193102780640665,0.000838582287542522,357,0.7166447043418884,0.04014816270822904,0.1416755631675707,0.1416755631675707,False,,,,,,,,,
5,safer_splat_filter,other,False,False,0.291468882063387,0.0007147453725337982,170,0.3189277648925781,0.0375209135167739,0.5554885784141077,0.5554885784141077,False,,,,,,,,,
6,safer_splat_filter,other,False,False,0.5703917731194327,0.0005385841941460967,243,0.5042954683303833,0.04150579986258299,0.3368547253641399,0.3368547253641399,False,,,,,,,,,
7,safer_splat_filter,other,False,False,0.5912356037205354,0.0008742089848965406,225,0.531220018863678,0.04721955723232693,0.3205681441723083,0.3205681441723083,False,,,,,,,,,
8,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8225472634165214,0.000632053124718368,331,0.7209798097610474,0.04356373472876419,0.13916244267487748,0.13916244267487748,False,,,,,,,,,
9,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.7953130341136115,0.0011710303369909525,303,0.6949693560600281,0.045872564756437494,0.16048984289238866,0.16048984289238866,False,,,,,,,,,
10,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.6669701065034062,0.0005090779159218073,264,0.5366157293319702,0.040652706767573495,0.2610957782470022,0.2610957782470022,False,,,,,,,,,
11,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8285145075805013,0.00046902106259949505,346,0.6660193800926208,0.03849823006315727,0.13446269975902744,0.13446269975902744,False,,,,,,,,,
12,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8350877942311328,0.00033367102150805295,364,0.6726052761077881,0.03695633385207627,0.1293308943450096,0.1293308943450096,False,,,,,,,,,
13,safer_splat_filter,other,False,False,0.24637634367307443,0.0007767589995637536,123,0.19864846765995026,0.03230056384714638,0.5910044789962225,0.5910044789962225,False,,,,,,,,,
14,safer_splat_filter,other,False,False,0.2492454949106638,0.0010722741717472672,115,0.1988982856273651,0.0345910061960635,0.5886420648805204,0.5886420648805204,False,,,,,,,,,
15,safer_splat_filter,other,False,False,0.25073187294384697,0.0005723285721614957,128,0.20381075143814087,0.03184542991220951,0.5874279386823367,0.5874279386823367,False,,,,,,,,,
16,safer_splat_filter,safer_collision_free_low_progress,False,False,0.04898876720130281,0.001028067315928638,39,0.04423454403877258,0.022684381558344912,0.7457006562215804,0.7457006562215804,False,,,,,,,,,
17,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9914434252694034,0.0004922527587041259,465,0.9246594905853271,0.03977030067033665,0.0006620868512147841,0.006710445503391338,False,,,,,,,,,
18,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9912523863867332,0.0006928752409294248,411,0.9104775786399841,0.04430547827931796,0.0003385028951948068,0.006859975263373276,False,,,,,,,,,
19,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9915961122003994,0.0007741630543023348,405,0.895392656326294,0.0442169213000639,0.0006904142162240565,0.006589154793985706,False,,,,,,,,,
20,safer_splat_filter,other,False,False,0.3099555610519188,0.0005243601044639945,160,0.3242405652999878,0.040530070662498474,0.540997661150946,0.540997661150946,False,,,,,,,,,
21,safer_splat_filter,other,False,False,0.2853863007506832,0.0008985286112874746,146,0.2833234965801239,0.038811437887688205,0.5603439461155102,0.5603439461155102,False,,,,,,,,,
22,safer_splat_filter,other,False,False,0.2758395955431046,0.0005239070160314441,155,0.25961729884147644,0.033499006302125996,0.5679208931946697,0.5679208931946697,False,,,,,,,,,
23,safer_splat_filter,other,False,False,0.07566546363496814,0.0008759634802117944,65,0.09253500401973724,0.028472308929149922,0.724867552874311,0.724867552874311,False,,,,,,,,,
24,safer_splat_filter,other,False,False,0.2603453470365924,0.000360770063707605,149,0.22412773966789246,0.03008426035810637,0.5799288655573358,0.5799288655573358,False,,,,,,,,,
25,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.849577195401766,0.00041037084884010255,332,0.6711651086807251,0.04043163305305573,0.11793243676572927,0.11793243676572927,False,,,,,,,,,
26,safer_splat_filter,other,False,False,0.2909812609806962,0.0007601531688123941,122,0.2565555274486542,0.04205828318830396,0.5559625547194217,0.5559625547194217,False,,,,,,,,,
27,safer_splat_filter,other,False,False,0.27086807714914185,0.0014723772183060646,117,0.2585710883140564,0.04420018603659083,0.5718216343028765,0.5718216343028765,False,,,,,,,,,
28,safer_splat_filter,other,False,False,0.28717156367210406,0.0011569857597351074,133,0.28808391094207764,0.04332088886347032,0.5589987617376851,0.5589987617376851,False,,,,,,,,,
29,safer_splat_filter,other,False,False,0.30668062608086694,0.0011066688457503915,158,0.3220047056674957,0.04076008932499946,0.5435950597260754,0.5435950597260754,False,,,,,,,,,
30,safer_splat_filter,safer_collision_free_low_progress,False,False,0.0563357823198358,0.0010689010377973318,45,0.05489413067698479,0.02439739141199324,0.7398413686286686,0.7398413686286686,False,,,,,,,,,
31,safer_splat_filter,other,False,False,0.07210085240661754,0.001019556075334549,47,0.06406564265489578,0.027261975597827993,0.7276006545718141,0.7276006545718141,False,,,,,,,,,
32,safer_splat_filter,other,False,False,0.08056158386257363,0.0005807853303849697,62,0.08082903921604156,0.026073883618077925,0.721071350172924,0.721071350172924,False,,,,,,,,,
33,safer_splat_filter,other,False,False,0.07042617562664219,0.0011311457492411137,48,0.06254113465547562,0.02605880610644817,0.7289637087473487,0.7289637087473487,False,,,,,,,,,
34,safer_splat_filter,other,False,False,0.07623937878241495,0.0009176190942525864,48,0.06338485330343246,0.026410355543096856,0.7242662061901287,0.7242662061901287,False,,,,,,,,,
35,safer_splat_filter,other,False,False,0.06285087712794875,0.0011636080453172326,43,0.05209619924426079,0.02423079034616781,0.7347365158509663,0.7347365158509663,False,,,,,,,,,
36,safer_splat_filter,safer_collision_free_low_progress,False,False,0.05577939173070524,0.0013319343561306596,38,0.047578487545251846,0.025041309234343074,0.7404065202764248,0.7404065202764248,False,,,,,,,,,
37,safer_splat_filter,other,False,False,0.06655831822111713,0.0011701456969603896,43,0.05784400552511215,0.026904188616331235,0.7320548676052869,0.7320548676052869,False,,,,,,,,,
38,safer_splat_filter,safer_collision_free_low_progress,False,False,0.06133359753361773,0.0013058794429525733,41,0.0529136061668396,0.025811515203336386,0.7360873342300784,0.7360873342300784,False,,,,,,,,,
39,safer_splat_filter,other,False,False,0.0707787321058832,0.0009159088367596269,48,0.05945442616939545,0.024772677570581433,0.7285422171971633,0.7285422171971633,False,,,,,,,,,
40,safer_splat_filter,other,False,False,0.0648227103692475,0.001266765990294516,42,0.05156056582927704,0.024552650394893828,0.7331940425178357,0.7331940425178357,False,,,,,,,,,
41,safer_splat_filter,other,False,False,0.06502980707310162,0.0010105186374858022,46,0.05904870852828026,0.025673351534034893,0.7331602980843039,0.7331602980843039,False,,,,,,,,,
42,safer_splat_filter,other,False,False,0.0693983895793459,0.0010374566772952676,47,0.06231414154171944,0.026516655975199758,0.7298284850249002,0.7298284850249002,False,,,,,,,,,
43,safer_splat_filter,safer_collision_free_low_progress,False,False,0.057508595541150155,0.0010364324552938342,44,0.05520198494195938,0.02509181133725426,0.7390799028106796,0.7390799028106796,False,,,,,,,,,
44,safer_splat_filter,other,False,False,0.07742680804550861,0.000317254540277645,74,0.0856693685054779,0.02315388337985889,0.7233249127241173,0.7233249127241173,False,,,,,,,,,
45,safer_splat_filter,other,False,False,0.06606207065613831,0.0008984631858766079,51,0.06885921210050583,0.027003612588433656,0.7322262469923669,0.7322262469923669,False,,,,,,,,,
46,safer_splat_filter,other,False,False,0.061749599712211015,0.000999182928353548,52,0.07037834078073502,0.027068592607975006,0.735739863209402,0.735739863209402,False,,,,,,,,,
47,safer_splat_filter,other,False,False,0.07101963215588461,0.0008726863889023662,72,0.10357392579317093,0.028770534942547478,0.7285574949978653,0.7285574949978653,False,,,,,,,,,
48,safer_splat_filter,other,False,False,0.06771117649434584,0.0007353952387347817,65,0.09222237765789032,0.02837611620242779,0.7310722280748093,0.7310722280748093,False,,,,,,,,,
49,safer_splat_filter,safer_collision_free_low_progress,False,False,0.05867735094318331,0.001060723909176886,42,0.056770842522382736,0.02703373453446797,0.7380203370408369,0.7380203370408369,False,,,,,,,,,
50,safer_splat_filter,safer_collision_free_low_progress,False,False,0.05102537069669484,0.0013427138328552246,39,0.052050262689590454,0.02669244240491818,0.7440196796107854,0.7440196796107854,False,,,,,,,,,
51,safer_splat_filter,other,False,False,0.07693634795447798,0.0005515343509614468,68,0.10226278752088547,0.03007729044731925,0.7238381322842251,0.7238381322842251,False,,,,,,,,,
52,safer_splat_filter,other,False,False,0.0827548308985219,0.0004387244989629835,89,0.12422380596399307,0.027915462014380464,0.7193541067507278,0.7193541067507278,False,,,,,,,,,
53,safer_splat_filter,other,False,False,0.06244589487011718,0.0009735712083056569,52,0.07325060665607452,0.028173310252336353,0.7351938553376504,0.7351938553376504,False,,,,,,,,,
54,safer_splat_filter,other,False,False,0.07459193391432864,0.0004199497925583273,74,0.08910267800092697,0.024081804865115398,0.7255386614851685,0.7255386614851685,False,,,,,,,,,
55,safer_splat_filter,safer_collision_free_low_progress,False,False,0.052887943710403305,0.001107599469833076,42,0.05109335109591484,0.024330167188530875,0.7425641146197806,0.7425641146197806,False,,,,,,,,,
56,safer_splat_filter,safer_collision_free_low_progress,False,False,0.061704922724421046,0.00041314572445116937,58,0.06722415238618851,0.023180742202133967,0.7357892403472331,0.7357892403472331,False,,,,,,,,,
57,safer_splat_filter,safer_collision_free_low_progress,False,False,0.04431243280200068,0.0011167267803102732,37,0.043895211070775986,0.02372714111933837,0.7495022590923381,0.7495022590923381,False,,,,,,,,,
58,safer_splat_filter,safer_collision_free_low_progress,False,False,0.052603572217584924,0.0010056465398520231,38,0.04684939980506897,0.02465757884477314,0.7429043756171033,0.7429043756171033,False,,,,,,,,,
59,safer_splat_filter,safer_collision_free_low_progress,False,False,0.04218403365813221,0.0012127002701163292,32,0.035185907036066055,0.021991191897541285,0.7509431293264246,0.7509431293264246,False,,,,,,,,,
60,safer_splat_filter,safer_collision_free_low_progress,False,False,0.03647680977199388,0.0013749789213761687,29,0.029351627454161644,0.02024250169252527,0.7554361330110922,0.7554361330110922,False,,,,,,,,,
61,safer_splat_filter,safer_collision_free_low_progress,False,False,0.04916770048911248,0.0008809019345790148,38,0.042780034244060516,0.022515807496873954,0.7456276381127757,0.7456276381127757,False,,,,,,,,,
62,safer_splat_filter,safer_collision_free_low_progress,False,False,0.04465577446499066,0.0008342628134414554,38,0.04184567183256149,0.022024037806611312,0.7492320133044742,0.7492320133044742,False,,,,,,,,,
63,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9912562670425401,0.0006261761300265789,463,0.882753312587738,0.03813189255238609,0.0006885849745118308,0.006856360512111181,False,,,,,,,,,
64,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9916962674943557,0.0009129166137427092,417,0.8728086352348328,0.04186132543092723,0.0014468286431981103,0.006510229098926912,False,,,,,,,,,
65,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9910949594452858,0.0012182103237137198,386,0.8670722246170044,0.044926022000881055,0.00090451482736554,0.006981916949470181,False,,,,,,,,,
66,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.9915492857568888,0.000859344843775034,374,0.8659040331840515,0.046305028512516125,0.0013885636007488892,0.0066269766151979435,False,,,,,,,,,
67,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8413987949245196,0.0010472112335264683,314,0.7243044376373291,0.04613404061384262,0.12438330080144908,0.12438330080144908,False,,,,,,,,,
68,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.816646481082662,0.00036382596590556204,364,0.7009865641593933,0.03851574528348315,0.14377439695715918,0.14377439695715918,False,,,,,,,,,
69,safer_splat_filter,other,False,False,0.3010461519168741,0.000707365688867867,178,0.3302574157714844,0.03710757480578476,0.5479862030218039,0.5479862030218039,False,,,,,,,,,
70,safer_splat_filter,other,False,False,0.28258274328543603,0.0005132574588060379,155,0.2968180775642395,0.038299106782482516,0.5624889353773594,0.5624889353773594,False,,,,,,,,,
71,safer_splat_filter,other,False,False,0.2565198683585996,0.0008123988518491387,141,0.2565522789955139,0.03639039418376083,0.5830357653870853,0.5830357653870853,False,,,,,,,,,
72,safer_splat_filter,safer_collision_free_low_progress,False,False,0.041646393595289315,0.0010742233134806156,40,0.046661972999572754,0.023330986499786377,0.7515887156767523,0.7515887156767523,False,,,,,,,,,
73,safer_splat_filter,safer_collision_free_low_progress,False,False,0.030926755218376928,0.0008038779487833381,44,0.049788519740104675,0.022631145336411213,0.7598789809480084,0.7598789809480084,False,,,,,,,,,
74,safer_splat_filter,safer_collision_free_low_progress,False,False,0.02717958175567986,0.001067846780642867,27,0.023920701816678047,0.017719038382724477,0.762697403265645,0.762697403265645,False,,,,,,,,,
75,safer_splat_filter,other,False,False,0.6133226487206246,0.0005732325371354818,239,0.5060710906982422,0.042349045246714824,0.30317575474680003,0.30317575474680003,False,,,,,,,,,
76,safer_splat_filter,other,False,False,0.6198917275307926,0.0005378153873607516,271,0.5401110649108887,0.039860595196375546,0.29808272054353546,0.29808272054353546,False,,,,,,,,,
77,safer_splat_filter,other,False,False,0.2391030502603956,0.0006610844284296036,155,0.26900818943977356,0.034710734121261105,0.5967314322429756,0.5967314322429756,False,,,,,,,,,
78,safer_splat_filter,safer_collision_free_low_progress,False,False,0.029621368364326064,0.000682455487549305,35,0.037697989493608475,0.021541708282061985,0.7608947215091085,0.7608947215091085,False,,,,,,,,,
79,safer_splat_filter,safer_collision_free_low_progress,False,False,0.005351697608922067,0.0012086390051990747,9,0.00561055913567543,0.012467909190389845,0.7798083353611647,0.7798083353611647,False,,,,,,,,,
80,safer_splat_filter,safer_collision_free_low_progress,False,False,0.00507164271428562,0.0016908713150769472,8,0.004672651179134846,0.011681627947837114,0.780083826844181,0.780083826844181,False,,,,,,,,,
81,safer_splat_filter,safer_collision_free_low_progress,False,False,0.026153098550470755,0.0005856103962287307,31,0.0306245144456625,0.019757751255266128,0.7637015018729821,0.7637015018729821,False,,,,,,,,,
82,safer_splat_filter,safer_collision_free_low_progress,False,False,0.012117684124391702,0.0008714556461200118,18,0.014762446284294128,0.016402718093660142,0.7747411380330494,0.7747411380330494,False,,,,,,,,,
83,safer_splat_filter,safer_collision_free_low_progress,False,False,0.004424190852345312,0.0012733468320220709,8,0.004431317560374737,0.011078293900936842,0.7806443379379969,0.7806443379379969,False,,,,,,,,,
84,safer_splat_filter,other,False,False,0.21033739468162022,0.00102829874958843,93,0.16789142787456512,0.03610568341388497,0.6190973027495873,0.6190973027495873,False,,,,,,,,,
85,safer_splat_filter,other,False,False,0.2148398647601295,0.001186887500807643,88,0.1722141057252884,0.03913956948302009,0.6156183947433909,0.6156183947433909,False,,,,,,,,,
86,safer_splat_filter,other,False,False,0.2160820316708487,0.0009467257186770439,92,0.17843128740787506,0.03878941030605979,0.6147617933149991,0.6147617933149991,False,,,,,,,,,
87,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.6414309545333534,0.0005260518519207835,241,0.5182663202285767,0.04300965313100221,0.28120450586679685,0.28120450586679685,False,,,,,,,,,
88,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.6423488642224556,0.0009352162014693022,225,0.5125060677528381,0.04555609491136339,0.28043618506741375,0.28043618506741375,False,,,,,,,,,
89,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.637979278427817,0.0010866710217669606,226,0.5056461095809937,0.044747443325751646,0.28382461720781565,0.28382461720781565,False,,,,,,,,,
90,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.6406200558437178,0.0007532654562965035,250,0.5123926401138306,0.040991411209106446,0.2817806718984278,0.2817806718984278,False,,,,,,,,,
91,safer_splat_filter,other,False,False,0.20077163241733165,0.0007405485957860947,104,0.1752498745918274,0.03370189895996681,0.6267729313688939,0.6267729313688939,False,,,,,,,,,
92,safer_splat_filter,other,False,False,0.33347504945266426,0.00034690453321672976,194,0.31764161586761475,0.032746558336867494,0.5227134955643716,0.5227134955643716,False,,,,,,,,,
93,safer_splat_filter,other,False,False,0.3252193321555058,0.0004037970502395183,184,0.31500697135925293,0.03423988819122314,0.5290938169370278,0.5290938169370278,False,,,,,,,,,
94,safer_splat_filter,other,False,False,0.3115360025274942,0.0007135062478482723,175,0.30750730633735657,0.03514369215284075,0.5397559508169825,0.5397559508169825,False,,,,,,,,,
95,safer_splat_filter,safer_collision_free_low_progress,False,False,0.0023282493909023393,0.0012417573016136885,6,0.0024411524645984173,0.008137174881994723,0.7822564870293864,0.7822564870293864,False,,,,,,,,,
96,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8179950006067098,0.0004432195273693651,359,0.7190495729446411,0.04005847203034212,0.14273337658773447,0.14273337658773447,False,,,,,,,,,
97,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8258046246640066,0.0007807344663888216,319,0.6999491453170776,0.04388395895404875,0.13660968815545116,0.13660968815545116,False,,,,,,,,,
98,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8147860517591704,0.0011086020385846496,306,0.6631897687911987,0.04334573652230057,0.14522434418438085,0.14522434418438085,False,,,,,,,,,
99,safer_splat_filter,safer_collision_free_higher_progress,False,False,0.8150653908716482,0.0008511263877153397,325,0.6425270438194275,0.03954012577350323,0.14498873355662784,0.14498873355662784,False,,,,,,,,,
